"編號","大類","部位","名稱","五行","取得管道","裝備等級","四維模板","主屬性","特效","特效效果（紫色；橙×1.5、白金×2）","套裝"
"腰牌-07","飾品","腰牌","翠微令","木","可製作・修真宗門","Lv200～500","法體","閃避","剋敵","五行剋制時傷害再 +8%",""
"腰牌-08","飾品","腰牌","玄冰腰牌","水","可製作・修真宗門","Lv200～500","剛猛","閃避","閃擊","閃避後反擊一次 ×0.8",""
"腰牌-09","飾品","腰牌","火鳳令牌","火","可製作・修真宗門","Lv200～500","均衡","閃避","定神","被凍結機率 -15%",""
"腰牌-10","飾品","腰牌","坤元令","土","可製作・修真宗門","Lv200～500","雅致","閃避","回春","每回合回復 1% 氣血",""
"腰牌-11","飾品","腰牌","斬仙腰牌","金","可製作・至高宗門","Lv700～1000","玄妙","閃避","聚財","靈石獲得 +3%",""
"腰牌-12","飾品","腰牌","乙木令牌","木","可製作・至高宗門","Lv700～1000","靈動","閃避","悟道","修為獲得 +2%",""
"腰牌-13","飾品","腰牌","滄溟令","水","可製作・至高宗門","Lv700～1000","厚重","閃避","積德","功德獲得 +5%",""
"腰牌-14","飾品","腰牌","太陽腰牌","火","可製作・至高宗門","Lv700～1000","剛柔","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"腰牌-15","飾品","腰牌","息壤令牌","土","可製作・至高宗門","Lv700～1000","法體","閃避","尋鐵","星允鐵獲得 +10%",""
"腰牌-16","飾品","腰牌","追魂令","金","外界・奪寶","依人物等級","剛猛","閃避","役使","僕從任務速度 +5%",""
"腰牌-17","飾品","腰牌","腐骨腰牌","木","外界・奪寶","依人物等級","均衡","閃避","獸魂","靈寵傷害 +10%",""
"腰牌-18","飾品","腰牌","寒屍令牌","水","外界・奪寶","依人物等級","雅致","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"腰牌-19","飾品","腰牌","赤魔令","火","外界・奪寶","依人物等級","玄妙","閃避","回靈","每回合回復 1.5% 靈力",""
"腰牌-20","飾品","腰牌","魔岩腰牌","土","外界・奪寶","依人物等級","靈動","閃避","法爆","技能傷害 +5%",""
"腰牌-21","飾品","腰牌","金縷令牌","金","外界・拍賣","依人物等級","厚重","閃避","剋敵","五行剋制時傷害再 +8%",""
"腰牌-22","飾品","腰牌","碧玉令","木","外界・拍賣","依人物等級","剛柔","閃避","閃擊","閃避後反擊一次 ×0.8",""
"腰牌-23","飾品","腰牌","鮫綃腰牌","水","外界・拍賣","依人物等級","法體","閃避","定神","被凍結機率 -15%",""
"腰牌-24","飾品","腰牌","琥珀令牌","火","外界・拍賣","依人物等級","剛猛","閃避","回春","每回合回復 1% 氣血",""
"腰牌-25","飾品","腰牌","田黃令","土","外界・拍賣","依人物等級","均衡","閃避","聚財","靈石獲得 +3%",""
"腰牌-26","飾品","腰牌","白帝腰牌","金","外界・秘境","依秘境層級","雅致","閃避","悟道","修為獲得 +2%","白帝（防禦）"
"腰牌-27","飾品","腰牌","句芒令牌","木","外界・秘境","依秘境層級","玄妙","閃避","積德","功德獲得 +5%","句芒（防禦）"
"腰牌-28","飾品","腰牌","玄天令","水","外界・秘境","依秘境層級","靈動","閃避","奪寶","裝備掉落率 +10%（相對值）","玄天（防禦）"
"腰牌-29","飾品","腰牌","炎帝腰牌","火","外界・秘境","依秘境層級","厚重","閃避","尋鐵","星允鐵獲得 +10%","炎帝（防禦）"
"腰牌-30","飾品","腰牌","軒轅令牌","土","外界・秘境","依秘境層級","剛柔","閃避","役使","僕從任務速度 +5%","軒轅（防禦）"
"腰牌-31","飾品","腰牌","大衍令","金","外界・秘境","依秘境層級","法體","閃避","獸魂","靈寵傷害 +10%","大衍（收益）"
"腰牌-32","飾品","腰牌","蓬萊腰牌","木","外界・秘境","依秘境層級","剛猛","閃避","通玄","藏書閣屬性秘典效果 +10%","蓬萊（收益）"
"腰牌-33","飾品","腰牌","歸墟令牌","水","外界・秘境","依秘境層級","均衡","閃避","回靈","每回合回復 1.5% 靈力","歸墟（收益）"
"腰牌-34","飾品","腰牌","丹霄令","火","外界・秘境","依秘境層級","雅致","閃避","法爆","技能傷害 +5%","丹霄（收益）"
"腰牌-35","飾品","腰牌","萬壽腰牌","土","外界・秘境","依秘境層級","玄妙","閃避","剋敵","五行剋制時傷害再 +8%","萬壽（收益）"
"腰牌-36","飾品","腰牌","破虛令牌","金","外界・秘境","依秘境層級","靈動","閃避","閃擊","閃避後反擊一次 ×0.8",""
"腰牌-37","飾品","腰牌","斷界令","金","外界・秘境","依秘境層級","厚重","閃避","定神","被凍結機率 -15%",""
"腰牌-38","飾品","腰牌","萬劍腰牌","金","外界・秘境","依秘境層級","剛柔","閃避","回春","每回合回復 1% 氣血",""
"腰牌-39","飾品","腰牌","青虛令牌","木","外界・秘境","依秘境層級","法體","閃避","聚財","靈石獲得 +3%",""
"腰牌-40","飾品","腰牌","靈樞令","木","外界・秘境","依秘境層級","剛猛","閃避","悟道","修為獲得 +2%",""
"腰牌-41","飾品","腰牌","碧霄腰牌","木","外界・秘境","依秘境層級","均衡","閃避","積德","功德獲得 +5%",""
"腰牌-42","飾品","腰牌","龍宮令牌","水","外界・秘境","依秘境層級","雅致","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"腰牌-43","飾品","腰牌","四海令","水","外界・秘境","依秘境層級","玄妙","閃避","尋鐵","星允鐵獲得 +10%",""
"腰牌-44","飾品","腰牌","月魄腰牌","水","外界・秘境","依秘境層級","靈動","閃避","役使","僕從任務速度 +5%",""
"腰牌-45","飾品","腰牌","火德令牌","火","外界・秘境","依秘境層級","厚重","閃避","獸魂","靈寵傷害 +10%",""
"腰牌-46","飾品","腰牌","赤明令","火","外界・秘境","依秘境層級","剛柔","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"腰牌-47","飾品","腰牌","朝陽腰牌","火","外界・秘境","依秘境層級","法體","閃避","回靈","每回合回復 1.5% 靈力",""
"腰牌-48","飾品","腰牌","八荒令牌","土","外界・秘境","依秘境層級","剛猛","閃避","法爆","技能傷害 +5%",""
"腰牌-49","飾品","腰牌","洪荒令","土","外界・秘境","依秘境層級","均衡","閃避","剋敵","五行剋制時傷害再 +8%",""
"腰牌-50","飾品","腰牌","鎮獄腰牌","土","外界・秘境","依秘境層級","雅致","閃避","閃擊","閃避後反擊一次 ×0.8",""
